Id,Tipo,Fecha Evento,Fecha Fin Evento,# días evento,Título evento,Resumen evento,Categorias (Subcategorias),Acceso (para desastres),Resoluciones,Fuente,Descripcion de la fuente,Referecia,Divipola,Departamento,Divipola,Municipio,Lugar,# Total Víctimas,# Víctimas civiles,Víctimas militares,# Víctimas menores 18 años,Víctimas mujeres,# Víctimas afro,Víctimas indígenas,Víctimas otros,Incidente o Accidente MAP/MUSE
81793,Violencia armada,2016-01-04 01:03:00,2016-01-07 01:03:00,3,destrucción de explosivo hallado en vía ocaña-cúcuta,Munición sin explotar - MUSE. 04 de Enero de 2016,Munición sin explotar - MUSE,,,La Opinión,"Tropas de la Trigésima Brigada del Ejército Nacional neutralizaron un artefacto explosivo que estaba listo para ser detonado en la vía que conduce de Cúcuta a Ocaña, cerca a una vivienda.Logramos la ubicación mediante información de la misma comunidad, dijo el Wilson Camargo Tamayo.Agregó que no hubo afectación colateral al momento de la destrucción total del artefacto, con el que se pretendía hacer daño a la población que tiene que pasar obligatoriamente por esta vía, violando los derechos humanitarios.Camargo reiteró que el Ejército Nacional seguirá cumpliendo la misión de proteger la vida de los ciudadanos.La acción terrorista es atribuida al Ejército de Liberación Nacional (ELN).",http://www.laopinion.com.co/judicial/ejercito-frustra-explosion-de-artefacto-en-la-cucuta-ocana-104733#ATHS,54,Norte de Santander,54498,Ocaña ,"Ocaña, Norte de Santander",,,,,,,,,Incidente
81797,Violencia armada,2016-01-01 01:26:00,2016-01-07 01:26:00,6,un muerto y dos heridos en barrio panamericano,"Homicidio. calle 5 con avenida 9, barrio Panamericano, Cúcuta, Norte de Santander. 01 de Enero de 2016",Homicidio,,,La Opinión,"Barrio Panamericano, 1 de enero, 1:00 de la mañanaLa primera víctima de los sicarios en el 2016 fue identificada por las autoridades como Franklin Arley Manzano Useche, de 23 años, obrero de  construcción. Según el coronel William Donato, comandante encargado de la Policía Metropolitana de Cúcuta (Mecuc), Franklin se encontraba departiendo con otras personas en una casa ubicada en la calle 5 con avenida 9 del barrio Panamericano, cuando tres sujetos, que se movilizaban en un taxi, llegaron hasta este lugar y, sin mediar palabra, empezaron a disparar contra todos los presentes. La víctima recibió tres tiros en la cara, otro en el pecho y uno más en la espalda. Junto a ella, dos personas más resultaron heridas en la balacera; una de estas es un patrullero de la Policía que se encontraba de permiso en Cúcuta visitando a su familia. Los hechos, según el coronel Donato, se registraron hacia la 1 de la mañana del primero de enero, cuando apenas iniciaba el año. ",http://www.laopinion.com.co/judicial/con-dos-homicidios-inicio-cucuta-el-2016-104619#ATHS,54,Norte de Santander,54001,Cúcuta ,"calle 5 con avenida 9, barrio Panamericano, Cúcuta, Norte de Santander",1,1,,,,,,,
81798,Violencia armada,2016-01-04 01:13:00,2016-01-04 01:13:00,0,Por arma de fuego resulta herida una persona en zona rural de Arauca,Herida intencional en persona protegida. 04 de Enero de 2016,Herida intencional en persona protegida,,,La Voz del Cinaruco,"Un hombre resultó herido por arma de fuego el día 3 de enero en zona rural del municipio de Arauca, estableció el periodismo de Noticias Caracol de La Voz del Cinaruco. Todo parece indicar que los hechos ocurrieron en inmediaciones a la finca Santa Helena, de la vereda Bogotá, zona rural del municipio de Arauca, donde resultó herido el ciudadano Omar Torres Ramírez. Promediaban casi las 5:00 de la tarde cuando el herido ingresó a la unidad de urgencias del Hospital San Vicente de Arauca, y según los profesionales del centro asistencial el estado del paciente es crítico, porque los impactos del arma fueron a la altura del abdomen. De inmediato la persona herida fue llevada a la sala de cirugía y permanece con pronóstico reservado en el centro asistencial, mientras las autoridades tratan de establecer lo ocurrido con esta persona que resulta herida por arma de fuego en zona rural de Arauca; sin embargo el hecho se atribuye inicialmente al ELN.",http://www.lavozdelcinaruco.com/?id=13716#.Vo5wevnhDIU,81,Arauca,81001,Arauca ,"Arauca, Arauca, Vereda Bogotá",1,1,,1,,,,,
81799,Violencia armada,2016-01-07 01:30:00,2016-01-07 01:30:00,0,asesinado en villa del rosario,Homicidio. 07 de Enero de 2016,Homicidio,,,La Opinión,"un hombre de 49 años, fue asesinado en villa del rosario, mientras compartía con su hija de 14 en su casa, fue abordado por dos hombres que lo persiguieron hasta asesinarlo,ultimo homicidio de 2015",http://www.laopinion.com.co/judicial/con-dos-homicidios-inicio-cucuta-el-2016-104619#ATHS,54,Norte de Santander,54874,Villa del Rosario ,"Villa del Rosario, Norte de Santander",1,1,,,,,,,
81800,Violencia armada,2016-01-04 13:34:00,,,Desaparecido joven mototaxista de Popayán,"Desaparición forzada. Popayán, Cauca, Barrio Lomas de Granada, comuna 9. 04 de Enero de 2016",Desaparición forzada,,,El nuevo liberal,"Las autoridades se encuentran en la búsqueda de un joven , el cual desapareció el pasado 4 de enero cuando prestaba un servicio de transporte hacia la vereda Betania, zona rural de El Tambo. El joven salió del barrio Lomas de Granada en Popayán.",http://elnuevoliberal.com/las-autoridades-buscan-establecer-el-paradero-de-gillean-esteban/,19,Cauca,19001,Popayán ,"Popayán, Cauca, Barrio Lomas de Granada, comuna 9",1,1,,,,,,,
81801,Violencia armada,2016-01-07 01:16:00,2016-01-07 01:16:00,0,Alerta en Saldaña por panfleto amenazante a concejales,Amenazas (individuales/colectivas). 07 de Enero de 2016,Amenazas (individuales/colectivas),,,El Nuevo Día,"Desde hace varios meses habitantes de Saldaña vienen recibiendo panfletos amenazantes y en los últimos días han estado rondando pasquines contra concejales de ese municipio.Tres concejales y un comerciante en Saldaña, aseguran tener temor ante las amenazas de muerte que han recibido por medio de panfletos desde el día que se posesionó su Alcalde; los pasquines también hacen referencia a los cabildantes con palabras soeces y los acusan de delincuentes.Además en agosto de 2015, el médico Reinaldo Barreto Montaña, líder de campaña del actual alcalde, también recibió amenazas por medio de panfletos donde invitaban a su funeral, intimidación que no se hizo realidad, pero cabe recordar que durante los últimos meses en este municipio se han publicado otros panfletos con el supuesto objetivo de limpieza social, llegando a acabar con la vida de varias personas. ",Bitácora. http://m.elnuevodia.com.co/nuevodia/actualidad/judicial/280164-alerta-en-saldana-por-panfleto-amenazante-a-concejales,73,Tolima,73671,Saldaña ,"Saldaña, Tolima",5,5,,,,,,,
81802,Violencia armada,2016-01-07 01:33:00,2016-01-07 01:33:00,0,El Ejército frustró atentado contra el oleoducto trasandino,Munición sin explotar - MUSE. 07 de Enero de 2016,Munición sin explotar - MUSE,,,Caracol,"Los explosivos a la tubería habían sido instalados en zona rural del municipio de Guachucal, Nariño, al respecto el general Sergio Alberto Tafur García, comandante de la Fuerza de Tarea Pegaso, indicó que gracias a información ciudadana y a la reacción de la tropa se evitó una tragedia ambiental.“Por la información oportuna de la Red de Aliados para la Prosperidad las tropas de la Fuerza de Tarea Pegaso reaccionaron de forma inmediata para neutralizar una acción criminal en contra del Oleoducto Transandino en el departamento de Nariño”.Según el oficial los datos suministrados al Batallón Especial Energético y Vial No. 20 'General Gabriel Paris Gordillo' permitieron desarrollar una operación de control territorial que arrojo el hallazgo de una granada de 81 mm y 1500 gramos de pentolita, material con el que la Compañía José Luis Cabrera Ruales pretendía atentar al tubo que tiene injerencia en zona rural del municipio de Guachucal.“Esta acción criminal que habría sido perpetrada por el alias El Pollo quien es un reconocido explosivista e integra las Redes de Apoyo del ELN, fue neutralizada con el apoyo de dos grupos de Explosiones y Demoliciones EXDE- para evitar que cualquier movimiento en falso ponga en riesgo la seguridad de los pobladores aledaños al sector”.",Bitacora. http://caracol.com.co/radio/2016/01/07/nacional/1452192374_829954.html,52,Nariño,52317,Guachucal ,"Guachucal, Nariño",,,,,,,,,Incidente
81803,Violencia armada,2016-01-06 10:40:00,2016-01-06 10:40:00,0,Un hombre asesinado y una mujer herida tras acto sicarial en el barrio Versalles de Cali,Homicidio - Intento de homicidio. 06 de Enero de 2016,"Intento de homicidio,Homicidio",,,El País,"Un hombre de 42 años fue asesinado en la noche del miércoles 6 de enero en el barrio Versalles, norte de Cali. De acuerdo al reporte de la Policía, el hombre que se movilizaba en una camioneta en compañía de una mujer quien resulto herida, fue alcanzado por un sujeto en motocicleta, quien le propinó varios disparos. La víctima mortal se dedicaba a fabricar calzado, según la información de las autoridades.Las autoridades adelantan investigaciones para establecer los móviles de este homicidio.",http://www.elpais.com.co/elpais/judicial/noticias/asesinan-hombre-barrio-versalles-norte-cali,76,Valle del Cauca,76001,Calí ,"Calí, Valle del Cauca, barrio Versalles, comuna 2",2,2,,,1,,,,
81804,Violencia armada,2016-01-08 10:52:00,2016-01-08 10:52:00,0,Dos muertos dejó ataque sicarial en  el barrio el Poblado en Quibdó,Homicidio. 08 de Enero de 2016,Homicidio,,,Caracol,"Dos muertos dejó ataque sicarial en Quibdó, Chocó, informó la Policía Nacional, quienes confirmaron que entre las víctimas hay un patrullero de la Seccional de Tránsito del departamento.Los hechos ocurrieron en la madrugada del 8 de enero, cuando el patrullero, quien se encontraba de descanso, estaba departiendo en su residencia, ubicada en el barrio el Poblado de la ciudad de Quibdó, cuando al sitio llegó un sujeto, quien realizó varios disparos, acabando con la vida de él y otra persona.",http://caracol.com.co/radio/2016/01/08/regional/1452262172_549295.html,27,Chocó,27001,Quibdó ,"Quibdó, Chocó, barrio El Poblado",2,1,1,,,,,,
81805,Violencia armada,2016-01-07 11:57:00,,,Dos mujeres fueron asesinadas en el barrio Villa Blanca de Cali,"Homicidio. Calí, Valle del Cauca, barrio Villa Blanca, comuna 13 . 07 de Enero de 2016",Homicidio,,,El Tiempo,"Doble homicidio ocurrió este jueves 7 de enero en el barrio Villa Blanca, en el oriente de Cali. Dos mujeres (una de 27 y otra de de 30 años de edad) cuya identidad tratan de establecer las autoridades, sufrieron impactos de bala. Una falleció en el lugar y la otra en el Hospital.",http://www.eltiempo.com/colombia/cali/inseguridad-en-cali-ya-son-seis-mujeres-asesinadas-en-ocho-dias/16475768,76,Valle del Cauca,76001,Calí ,"Calí, Valle del Cauca, barrio Villa Blanca, comuna 13",2,2,,,2,,,,
81806,Violencia armada,2016-01-08 13:54:00,2016-01-08 13:54:00,0,Panfletos amenazantes causan temor generalizado en Santa Marta,Amenazas (individuales/colectivas). 08 de Enero de 2016,Amenazas (individuales/colectivas),,,RCN,"Ante la circulación masiva de panfletos amenazantes en contra de diversas personas en la ciudad de Santa Marta, las Autoridades de Policía de la capital confirmaron que ya se están adelantando investigaciones en torno a esta situación.  Aunque se desconoce el origen de los mensajes intimidatorios, los panfletos que están redactados en lenguaje soez, han aparecido en diversos sectores de la sociedad samaria anunciando la realización de un plan de ¨limpieza social¨.El Comandante encargado de la Policía Metropolitana de Santa Marta, Coronel Francisco Gélvez aseguró que este tipo de folletos, ante todo buscan generar zozobra entre la ciudadanía.  En este sentido el Oficial invitó a la comunidad a denunciar cualquier tipo de situación anormal que ponga eventualmente en riesgo a la población.Los panfletos que han sido publicados en postes y murales y eventualmente entregados en algunas residencias han aparecido principalmente en los barrios 8 de diciembre, Galán y Ondas del Caribe entre otros.",http://www.rcnradio.com/locales/panfletos-amenazantes-causan-temor-generalizado-santa-marta/,47,Magdalena,47001,Santa Marta ,"Santa Marta, Magdalena, barrios 8 de diciembre, Galán y Ondas del Caribe",,,,,,,,,
