Id,Tipo,Fecha Evento,Fecha Fin Evento,# días evento,Título evento,Resumen evento,Categorias (Subcategorias),Acceso (para desastres),Resoluciones,Fuente,Descripcion de la fuente,Referecia,Divipola,Departamento,Divipola,Municipio,Lugar,# Total Víctimas,# Víctimas civiles,Víctimas militares,# Víctimas menores 18 años,Víctimas mujeres,# Víctimas afro,Víctimas indígenas,Víctimas otros,Incidente o Accidente MAP/MUSE
85650,Violencia armada,2017-01-05 20:30:00,2017-01-05 20:30:00,0,Intimidación a la población de Caunapi - Tumaco,Amenazas (individuales/colectivas). 05 de Enero de 2017,Amenazas (individuales/colectivas),,,Oficina Pasto,Un grupo de hombres encapuchados con distintivo color negro con rojo (no decía ELN) entre las 8:30 a las 9:10 dejaron letreros en establecimientos públicos (cantinas) con nombre de Nueva Generación en la comunidad de Caunapi - Tumaco,Presencia e intimidación en Caunapi - Tumaco,52,Nariño,52835,Tumaco ,"Tumaco, Nariño, Caunapi",,,,,,,,,
85652,Violencia armada,2017-01-10 01:49:00,2017-01-10 01:49:00,0,"Guerrilleros del ELN asesinaron a un soldado en Puerto Jordán, Arauca",Hostigamiento. 10 de Enero de 2017,Hostigamiento,,,HSB Noticias,"Un soldado de la Fuerza de Tarea Quirón fue asesinado en la mañana de este lunes en un puesto de control ubicado en el sector de Caño Cuarteles del municipio de Puerto Jordán, Arauca.El uniformado fue identificado como el soldado Julián Monroy Mendoza, oriundo de Caquetá, quien fue víctima de dos hombres que se movilizaban en motocicleta, de los cuales uno desenfundó un arma de fuego y le disparó causando su muerte.El Ejército realiza operaciones en la zona para dar con el paradero de los tiradores y, así mismo, se busca determinar si este atentado hace parte de los planes pistola que la guerrilla del ELN, que ya ha asesinado varios uniformados de la misma forma en los últimos meses.Soldados del Batallón Artillería N° 18 General José María Mantilla, mediante la modalidad de plan pistola, fueron atacados por presuntos miembros de la comisión 'Martha Helena Barón', del frente 'Domingo Laín Sáenz' del Sistema de Amenaza Persistente, ELN... El Ejército Nacional hace un llamado a los organismos nacionales e internacionales, poniendo en evidencia la directa violación a los Derechos Humanos así como la infracción sistemática a las normas del Derecho Internacional Humanitario por parte del ELN, al generar estas acciones bélicas que buscan afectar a la integridad de la población y la Fuerza Pública, expresó la Fuerza de Tarea Quirón por medio de un comunicado de prensa.",http://hsbnoticias.com/noticias/judicial/guerrilleros-del-eln-asesinaron-un-soldado-en-puerto-jorda-265372,81,Arauca,81794,Tame ,"Tame, Arauca, centro poblado Puerto Jordán, puesto de control Caño Cuarteles",2,,2,,,,,,
85653,Violencia armada,2017-01-10 01:57:00,2017-01-10 01:57:00,0,Ejército frustra ataque con explosivo del ELN en Arauca,Munición sin explotar - MUSE. 10 de Enero de 2017,Munición sin explotar - MUSE,,,El Universal,"Tropas del Ejército Nacional desplegadas en el departamento de Arauca frustraron un eventual ataque terrorista en el municipio de Arauquita, en zona rural de la Vereda Los Angelitos, tras destruir controladamente un artefacto explosivo que sería usado para atentar contra la comunidad.Los hechos se presentaron cuando los soldados de la Décima Octava Brigada a través del Batallón Energético y Vial N° 1 'General Juan José Neira' observaron mediante los medios de vigilancia implementados en la zona, a dos sujetos sospechosos que se movilizaban en una motocicleta.Al verificar el lugar donde se encontraban los sujetos se detectó un artefacto explosivo con el cual presuntos miembros de la comisión 'Camilo Cien Fuegos' del ELN, pretendían atentar contra las tropas del Ejército Nacional presentes y a su vez generar zozobra y pánico en la región.Los grupos de Explosivos y Demoliciones (EXDE) del Ejército se encargaron de la destrucción del artefacto.El Ejército sostuvo que esta estas acciones son la evidencia de la violación sistemática de estos grupos armados organizados al margen de la ley contra el Derecho Internacional Humanitario, los Derechos Humanos y el protocolo de Ginebra.",http://www.eluniversal.com.co/colombia/ejercito-frustra-ataque-con-explosivo-del-eln-en-arauca-244038,81,Arauca,81065,Arauquita ,"Arauquita, Arauca, vereda Los Angelitos",,,,,,,,,Incidente
85655,Violencia armada,2017-01-07 10:39:00,2017-01-07 10:39:00,0,"Secuestrado ganadero en Paicol, Huila",Secuestro. 07 de Enero de 2017,Secuestro,,,Diario del Huila,"En búsqueda se encuentran uniformados de la Policía y el Ejército Nacional del departamento del Huila tras el paradero de Fabio Durán Borrero, quien fue secuestrado el día de ayer en horas de la mañana en el municipio de Paicol, Huila.Según versiones oficiales, el ganadero, quien es propietario de la finca el Tigre de Domingo Arias, fue interceptado por hombres armados aún sin identificar, cuando él se movilizaba con su hijo en una camioneta de su propiedad a unas de sus fincas a encontrase con un allegado. Al cierre de esta edición se confirmó por parte de las autoridades de la liberación del joven en la vereda La Morena, zona rural que de La Plata conduce a El Pital.Asimismo, el comandante de Policía Huila expresó que según versiones dadas por la familia a las autoridades, no presentaban amenazas de secuestro, “lo único que tenemos de antecedente es que esta persona fue secuestrada hace 18 años atrás y duró seis meses en poder de los captores, ningún familiar de las víctimas ha manifestado estar amenazados”, manifestó el coronel Óscar Efraín Pinzón, comandante del Departamento de Policía Huila.Al cierre de esta edición las autoridades desplegaban un bloque de búsqueda en conjunto con el Gaula para dar con el paradero del ganadero y su hijo.",http://www.diariodelhuila.com/judicial/secuestrado-ganadero-en-paicol-cdgint20170107220804192,41,Huila,41518,Paicol ,"Paicol, Huila",2,2,,1,,,,,
85656,Violencia armada,2017-01-06 11:28:00,2017-01-06 11:28:00,0,"Hombre de 28 años fue asesinado por guerrilleros del ELN en El Dovio, Valle",Homicidio intencional en persona protegida. 06 de Enero de 2017,Homicidio intencional en persona protegida,,,Caracol,"Un campesino de 28 años fue asesinado en el corregimiento de Playa Rica,  El Dovio, por integrantes del ELN. Según el alcalde de esta población del norte del Valle, el homicidio se cometió en la noche del viernes 6 de enero, pero el cuerpo solo pudo ser recuperado hasta el día sábado, ya que guerrilleros del ELN seguían presentes en el sector. Dijo que una de las hipótesis sobre los móviles del crimen, es que este estaría relacionado al parecer con actividades del narcotráficos pues en la zona el ELN tiene gran dominio sobre los cultivos ilícitos.El mandatario local explico que, el ELN sigue teniendo una fuerte presencia en su municipio, limítrofe con el Chocó. Concluyendo que las causas del asesinato están relacionadas con el narcotráfico.",http://caracol.com.co/emisora/2017/01/08/cali/1483884802_105214.html,76,Valle del Cauca,76250,El Dovio ,"El Dovio, Valle del Cauca, corregimiento de Playa Rica.",1,1,,,,,,,
85657,Violencia armada,2017-01-06 12:00:00,2017-01-06 12:00:00,0,Asesinado joven en Tumaco Nariño,Enfrentamiento entre actores no estatales. 06 de Enero de 2017,Enfrentamiento entre actores no estatales,,,Diario del Sur,"Una pareja de desconocidos que iba a bordo de una motocicleta acabó con la vida de un hombre de 23 años de edad a quien según las autoridades se le imputaban homicidios selectivos, extorsiones y el lanzamiento de un artefacto explosivo contra una institución Policial. La víctima respondía al nombre de Kevin Felipe Bolaños, alias Di María. Según información suministrada por líderes sociales, Kevin Bolaños hacia parte del grupo Gente del Orden y este hecho se relaciona a la disputa territorial entre grupos armado ilegales - grupos posdesmovilizados y el ELN.",http://diariodelsur.com.co/noticias/judicial/mataron-implicado-en-homicidios-y-atentados-265435,52,Nariño,52835,Tumaco ,"Tumaco, Nariño, Avenida La Playa",1,,,,,1,,,
85660,Violencia armada,2017-01-10 01:34:00,,,"Asesinado defensor de derechos humanos en Caloto,Cauca","Homicidio intencional en persona protegida. Caloto, Cauca,vereda La Trampa . 10 de Enero de 2017",Homicidio intencional en persona protegida,,,El Tiempo,"En noticias relacionadas con el conflicto armado, el movimiento sin Tierra Nietos de Manuel Quintin lame denunció que uno de sus integrantes y defensor de derechos humanos fue asesinado el pasado fin de semana cuando se dirigía rumbo a su casa en la vereda La Trampa en el municipio de Caloto.",http://www.eltiempo.com/colombia/cali/rechazan-asesinato-de-lider-y-defensor-de-derechos-humanos-en-cauca-/16789641,19,Cauca,19142,Caloto ,"Caloto, Cauca,vereda La Trampa",1,1,,,,,1,,
85661,Violencia armada,2017-01-06 01:34:00,2017-01-06 01:34:00,0,Desactivada Mina Antipersonal en El Carmen de Atrato,Munición sin explotar - MUSE. 06 de Enero de 2017,Munición sin explotar - MUSE,,,Diario del Sur,"Se logró la destrucción de una mina antipersonal por parte de la Décima Quinta Brigada, instalada por el Frente Manuel Hernández El Boche del ELN, en la vereda El 12 del municipio Carmen de Atrato en el Chocó.",http://diariodelsur.com.co/noticias/judicial/en-choco-se-incautaron-explosivos-del-clan-del-golfo-y-se-de-264903,27,Chocó,27245,El Carmen de Atrato ,"El Carmen de Atrato, Chocó, Vereda El 12",,,,,,,,,Incidente
85662,Violencia armada,2017-01-06 01:50:00,2017-01-06 01:50:00,0,Incautación a depósito de armas del Clan del Golfo,Munición sin explotar - MUSE - Explosivo encontrado. 06 de Enero de 2017,"Munición sin explotar - MUSE,Explosivo encontrado",,,Diario del Sur,"En el sector Arenal del Medio Baudó, tropas de la Brigada Móvil 38 ubicaron un depósito ilegal (caleta) perteneciente al Clan del Golfo, con 100 gramos de explosivo, dos minas tipo tubo, 2 metros de cordón detonante, 24 barras de silicona, cinco kilos de fibra de vidrio, baterías, cables",http://diariodelsur.com.co/noticias/judicial/en-choco-se-incautaron-explosivos-del-clan-del-golfo-y-se-de-264903,27,Chocó,27430,Medio Baudó ,"Medio Baudó, Chocó, Sector Arenal",,,,,,,,,Incidente
85663,Violencia armada,2017-01-09 09:56:00,2017-01-10 09:56:00,1,Asesinan a líder comunitario en Riosucio (Chocó),Homicidio intencional en persona protegida. 09 de Enero de 2017,Homicidio intencional en persona protegida,,,La W,"En la comunidad de Salaquí, municipio de Riosucio, el pasado 9 de enero fue asesinado un líder comunitario de 55 años a manos de las Autodefensas Gaitanistas. El hecho se dio dos días después de que fuera asesinado su hijo, un joven de 33 años por el mismo grupo armado.Los victimarios sustentaron su acto en los nexos que supuestamente tenían las víctimas con las FARC. Sin embargo, algunas fuentes de la comunidad aseguran que su nexo era tener familiares en el Frente 57; y otras fuentes plantean que el hijo era un desmovilizado de esta guerrilla. Otras fuentes han afirmado que las víctimas tenían lazos familiares con Marino Córdoba, el presidente de la Asociación de Afrodescendientes Desplazados (AFRODES), cuyo hijo también fue asesinado a finales del año pasado.",http://www.wradio.com.co/noticias/regionales/denuncian-asesinato-de-lider-social-en-choco/20170110/nota/3352396.aspx,27,Chocó,27615,Ríosucio ,"Ríosucio, Chocó, Comunidad Salaquí",2,1,,,,2,,,
85664,Violencia armada,2017-01-09 10:17:00,2017-01-09 10:17:00,0,Hombre fue abaleado en Saravena,Homicidio intencional en persona protegida. 09 de Enero de 2017,Homicidio intencional en persona protegida,,,La Voz del Cinaruco,"Sobre las nueve de la mañana de ayer lunes, en la calle 20 con carrera 21 del barrio 20 de julio del municipio de Saravena, fue ultimado de cinco impactos de arma de fuego un hombre de aproximadamente 30 años identificado como Javier Ortiz Pimiento de Pamplona- Norte de Santander. Este nuevo hecho de violencia se atribuye al Frente de Guerra Oriental del ELN, como parte de la cadena de homicidios selectivos en el Municipio de Saravena.",https://lavozdelcinaruco.com/16117-dos-asesinatos-en-el-piedemonte-araucano-en-las-ultimas-horas,81,Arauca,81736,Saravena ,"Saravena, Arauca, casco urbano, barrio 20 de julio, calle 20 con cra 21, asentamiento El Paraíso",1,1,,,,,,,
85665,Violencia armada,2017-01-09 10:25:00,2017-01-09 10:25:00,0,Hombre en condición de discapacidad fue asesinado en Nuevo Caranal,Homicidio intencional en persona protegida. 09 de Enero de 2017,Homicidio intencional en persona protegida,,,La Voz del Cinaruco,"Se registró un nuevo asesinato la noche del lunes festivo en el sector de Nuevo Caranal del municipio de Fortul, donde fue ultimado con arma de fuego un hombre de 40 años que presentaba discapacidad cognitiva. La víctima recibió tres impactos con arma de fuego en diferentes partes de su cuerpo y fue dejado sin vida sobre la vía pública del centro poblado. El inspector de policía del municipio de Fortul William Acevedo se desplazó hasta el lugar verificando los hechos  y confirmó que la persona asesinada por desconocidos fue identificado como Julio Andrés Ramírez a quien los habitantes del sector lo llamaban  “bobo” Julio y recibía alimentación de la misma población ya que según la comunidad él no tenía familia en este lugar. Se atribuye el hecho al Frente Domingo Laín del ELN.",https://lavozdelcinaruco.com/16117-dos-asesinatos-en-el-piedemonte-araucano-en-las-ultimas-horas,81,Arauca,81300,Fortúl ,"Fortúl, Arauca, vereda Caranal",1,1,,,,,,,
85666,Violencia armada,2017-01-11 12:10:00,2017-01-11 12:10:00,0,Amenazas contra 17 líderes sociales del sur y oriente del Tolima,Amenazas (individuales/colectivas). 11 de Enero de 2017,Amenazas (individuales/colectivas),,,Caracol,"Este viernes, 20 de enero, las autoridades han convocado a un Consejo Extraordinario de Seguridad para analizar una serie de amenazas que han recibido líderes sindicales del departamento.",http://caracol.com.co/emisora/2017/01/18/ibague/1484739890_961617.html,73,Tolima,73001,Ibagué ,"Tolima, Ibagué",17,17,,,,,,,
85667,Violencia armada,2017-01-11 13:36:00,2017-01-11 13:36:00,0,"Asesinan a líder campesino de Córdoba en Carepa, Antioquia","Homicidio intencional en persona protegida. Carepa, Antioquia, sector La Petrolera. 11 de Enero de 2017",Homicidio intencional en persona protegida,,,Sin información,"José Yimer Cartagena Úsuga, vicepresidente de la Asociación Campesina del Alto Sinú (Asodecas) y líder de Marcha Patriótica en el departamento de Córdoba, fue hallado muerto en el municipio de Carepa (Antioquia) este miércoles. Cartagena Úsuga había sido abordado por desconocidos que se transportaban en una camioneta en la vía que conduce del corregimiento Saisa (Tierralta, Córdoba) hacia el municipio de Carepa (Antioquia). Este 11 de enero, su cuerpo apareció en la morgue de Carepa.El líder campesino se desempeñaba como vicepresidente de Asodecas, militante de Marcha Patriótica en el departamento de Córdoba y promotor de los diálogos de paz en su región.Este lamentable hecho ocurre en un área aledaña a una de las Zonas Veredales Transitorias de Normalización que servirán de escenario para la dejación de armas de las FARC.",http://marchapatriotica.org/index.php/82-ddhh-denuncias/3616-asesinan-lider-campesino-de-marcha-patriotica-en-cordoba,5,Antioquia,5147,Carepa ,"Carepa, Antioquia, sector La Petrolera",1,1,,,,,,,
85668,Violencia armada,2017-01-11 13:28:00,2017-01-11 13:28:00,0,"Incautado material de guerra en San Martin, Meta.",Explosivo encontrado. 11 de Enero de 2017,Explosivo encontrado,,,Notillano,"Tropas del Ejército y patrullas de la Policía hallaron en la zona rural de la Verada Chaparral entre la zona boscosa una caleta  con material de guerra.Se indicó que en el escondite las autoridades encontraron  fusiles AK 47,  granadas de fragmentación, cartuchos calibre 7.62, proveedores para fusil y cargadores,Según la Policía, los elementos explosivos fueron destruidos de manera controlada en el sitio y el resto fue dejado a disposición de la Fiscalía 39 seccional de San Martín.",http://www.noticierodelllano.com/noticia/incautado-material-de-guerra-y-se-captura-un-taxista-en-operativos-contra-las-bacrim#sthash.tp2WM7Yd.dpbs,50,Meta,50689,San Martín ,"Meta, San Martín.",,,,,,,,,Incidente
85669,Violencia armada,2017-01-05 13:36:00,2017-01-04 13:36:00,-1,Desplazamiento masivo vereda Pital de la Costa - Tumaco,"Amenazas (individuales/colectivas) - Restricciones sobre, u obstrucción de, acceso a servicios y asistencia por parte de las poblaciones - Desplazamiento masivo Intermunicipal. 05 de Enero de 2017","Amenazas (individuales/colectivas),Desplazamiento masivo Intermunicipal,Restricciones sobre, u obstrucción de, acceso a servicios y asistencia por parte de las poblaciones",,,Oficina Pasto,"Desplazamiento de 175 familias (134 casco urbano, 14 zona rural de Tumaco y 27 en el municipio de Mosquera), se espera que el número de familias afectadas aumente, una vez se consoliden los censos de las familias ubicadas en las zonas rurales de Tumaco, Francisco Pizarro y de Mosquera. El hecho está relacionada a la presencia e intimidación de un grupo armado ilegal no reconocido (Clan de Golfo, según información de integrantes del ELC), se rumorea el asesinato del comandante del grupo (hermano de alias Don Diego – paramilitar extraditado) en combates con otro grupo armado al margen de la ley por el control territorial, generando temor y el desplazamiento. La población se encuentra en casa de familiares y amigos.El viernes 13 de enero de 2017 se realizó un Comité de Prevención y Atención en Tumaco para dar seguimiento a los hechos e iniciar con la atención a la población.",Reporte interno,52,Nariño,52835,Tumaco ,"Tumaco, Nariño, Pital de la Costa",696,696,,,,696,,,
85670,Violencia armada,2017-01-08 12:30:00,,,Fiscalía abrió investigación por muerte de 2 presuntos de guerrilleros de Eln en Casanare,"Combates. Casanare, Paz de Ariporo.. 08 de Enero de 2017",Combates,,,Extra,"Funcionarios de la Subdirección del CTI Casanare adelantan los actos urgentes, de la investigación asumida por la Fiscalía Seccional, luego de un cruce de disparos  donde resultaron heridos dos policías del cuadrante de vigilancia urbana de Paz de Ariporo (Casanare) y muertos dos hombres, quienes al parecer eran guerrilleros del Eln.La situación se habría presentado hacia las 22 horas del 8 de enero, cuando Gustavo Robayo Gómez  y Pedro Pablo Rodríguez Naranjo, quienes se movilizaban en una motocicleta sin placas, en zona céntrica del municipio, al parecer,  fueron requeridos por los policías.Según información inicial, las personas muertas llevarían en su billetera constancias de pagos con logo del Eln y portarían dos pistolas, de 45 mm y 9 mm, con munición y proveedores para las mismas.Entre tanto, uno de los uniformados afectados tiene dos heridas en el brazo izquierdo y está fuera de peligro, el otro tiene una herida en la ingle y fue trasladado a Yopal (Casanare).Las personas que murieron, quedaron en el lugar de los hechos.",http://extra.com.co/noticias/judicial/fiscalia-abrio-investigacion-por-muerte-de-2-presuntos-de-gu-265894,85,Casanare,85250,Paz de Ariporo ,"Casanare, Paz de Ariporo.",4,,2,,,,,,
