Id,Tipo,Fecha Evento,Fecha Fin Evento,# días evento,Título evento,Resumen evento,Categorias (Subcategorias),Acceso (para desastres),Resoluciones,Fuente,Descripcion de la fuente,Referecia,Divipola,Departamento,Divipola,Municipio,Lugar,# Total Víctimas,# Víctimas civiles,Víctimas militares,# Víctimas menores 18 años,Víctimas mujeres,# Víctimas afro,Víctimas indígenas,Víctimas otros,Incidente o Accidente MAP/MUSE
88309,Violencia armada,2018-01-08 13:56:00,2018-01-08 13:56:00,0,5 muertos por ajuste de cuentas entre GUP y Gente del Orden en Tumaco - Nariño,Homicidio intencional en persona protegida. 08 de Enero de 2018,Homicidio intencional en persona protegida,,,Oficina Pasto,"Por información suministrada por el ELC Nariño, se identifica el asesinato de 5 personas en diferentes sectores del municipio de Tumaco entre el 1 y el 8 de enero de 2017. Los eventos se relacionan a ajustes de cuentas entre las Guerrillas Unidas del Pacífico y Gente del Orden (control territorial y control del narcotráfico).",Reporte interno,52,Nariño,52835,Tumaco ,"Tumaco, Nariño",5,,,,,,,,
88310,Violencia armada,2018-01-05 13:06:00,2018-01-05 13:06:00,0,Asesinados 2 civiles en Tumaco - Nariño,Homicidio intencional en persona protegida. 05 de Enero de 2018,Homicidio intencional en persona protegida,,,Oficina Pasto,"Por información suministrada por integrantes del ELC Nariño, se identifica el asesinato de 2 personas en el municipio de Tumaco entre el 1 y el 8 de enero de 2017. Los eventos se relacionan a un panfleto de amenaza de limpieza social que esta circulando en Tumaco y fronteras invisibles. Una de las personas muertas es un joven que se encontraba de vacaciones encontrándose en el lugar y hora equivocada (Avenida La Playa) y la otra persona era consumidor de spa.",Reporte interno,52,Nariño,52835,Tumaco ,"Tumaco, Nariño",2,,,,,,,,
88311,Violencia armada,2018-01-03 13:16:00,,,Hallado cadáver en el sector El Tigre de Tumaco - Nariño,"Homicidio intencional en persona protegida. Tumaco, Nariño, sector El Tigre  kilómetro 13. 03 de Enero de 2018",Homicidio intencional en persona protegida,,,Diario del Sur,"Localizado un cuero en avanzado estado de descomposición en el sector de El Tigre de Tumaco. Varias unidades de la Sijin se encargaron de efectuar el levantamiento del cuerpo y trasladado a la morgue municipal. Por su estado no fue posible identificar a la víctima ni las causas de la muerte, pero se conoció que era de sexo hombre.Según información de líderes sociales y comunitarios el evento está relacionado a la disputa territorial entre grupos armados presentes en el territorio.","Prensa impresa, Diario del Sur página 4A.",52,Nariño,52835,Tumaco ,"Tumaco, Nariño, sector El Tigre  kilómetro 13",1,,,,,,,,
88312,Violencia armada,2018-01-01 13:59:00,,,Asesinado hombre y herida una mujer en Tumaco - Nariño,"Herida intencional en persona protegida - Homicidio intencional en persona protegida. Tumaco, Nariño, calle Nueva Creación comuna 3. 01 de Enero de 2018","Herida intencional en persona protegida,Homicidio intencional en persona protegida",,,Oficina Pasto,"Por información suministrada por integrantes del ELC y líderes comunitarios, se identifica que el 1 de enero fue asesinado un hombre de aproximadamente 56 años y herida una mujer que lo acompañaba por grupo armado sin identificar. El evento se relaciona al no pago de una extorsión.",Reporte interno,52,Nariño,52835,Tumaco ,"Tumaco, Nariño, calle Nueva Creación comuna 3",2,2,,,1,,,,
88313,Violencia armada,2018-01-02 11:11:00,,,Asesinado hombre en el barrio Exporcol de Tumaco - Nariño,"Homicidio intencional en persona protegida. Tumaco, Nariño, barrio Exporcol comuna 4. 02 de Enero de 2018",Homicidio intencional en persona protegida,,,Diario del Sur,"Como Ronald Panchana de 32 años de edad fue identificado el cuerpo del hombre asesinado en el barrio Exporcol de la comuna 4 de Tumaco. Ronald Panchana era minusválido y vivía de la venta de minutos. Según información comunitaria, el evento se relaciona a la mal llamada limpieza social que esta realizando un grupo armado en el municipio. Se culpaba a Ronald de venta de SPA.","Prensa impresa, Diario del Sur 8 de enero de 2018, página 4A.",52,Nariño,52835,Tumaco ,"Tumaco, Nariño, barrio Exporcol comuna 4",1,1,,,,,,,
88314,Violencia armada,2018-01-04 13:32:00,2018-01-04 13:32:00,0,Confirman amenazas contra el candidato a la cámara Arcenio Sandoval y su familia,Amenazas (individuales/colectivas). 04 de Enero de 2018,Amenazas (individuales/colectivas),,,El Diario del Llano,"El candidato a la Cámara por Casanare y ex candidato a la Alcaldía de Yopal Arcenio Sandoval denuncia que ha recibido llamadas retorsivas, que involucran a él y su familia.En un audio de una llamada telefónica se escucha claramente como el comandante Camilo, insulta e intimida a Sandoval, diciéndole que si le va a abrir o cerrar las puertas a la organización, porque de lo contrario tendrá que atenerse a las consecuencias.Según el comandante Camilo, el ex candidato debe permitir que 3 de sus hombres permanezcan en su finca por espacio de tres meses haciendo inteligencia, o contribuir con un aporte para la organización porque van a realizar una limpieza social.siempre bajo tono amenazante y con un lenguaje soez, el comandante Camilo amenaza a Sandoval diciéndole que si no accede atentará contra su familia, como ya lo hizo en alguna otra ocasión contra otra persona en otra región de Colombia. A través de sus redes sociales, Sandoval da a conocer también que el caso ya fue puesto en conocimiento de las autoridades competentes, porque la tranquilidad y la seguridad de su familia se ha visto amenazada. Conocedores de estos casos consultados por El Diario del LLano, señalan que por las características y el modus operandi podría tratarse de un caso de extorsión carcelaria, donde le solicitan a la persona algún tipo de elemntos como munición, camuflados o implementos de campaña que no son de fácil consecución, para que en su defecto acceda a enviarles dinero, generalemnte a través de empresas de giros.  ",https://www.eldiariodelllano.com/arcenio-sandoval-denuncia-amenazas/,85,Casanare,85001,Yopal ,"Yopal, Casanare",1,1,,,,,,,
88315,Violencia armada,2018-01-08 01:43:00,2018-01-08 01:43:00,0,"Hostigamiento a patrulla policial en Pailitas, Cesar","Hostigamiento. Pailitas, Cesar, Corregimiento La Floresta. 08 de Enero de 2018",Hostigamiento,,,El Pilón,"Hoy a la 1:30 de la tarde del lunes festivo, desconocidos habrían hostigado a tiros a una patrulla de la Policía de Tránsito y Transporte que se encontraba realizando sus acciones de control vial sobre la Ruta del Sol, sector 2. Aunque no se confirmó el origen de los disparos y no hubo afectación a los miembros de la fuerza pública, sí hubo suspensión del tráfico vehicular por espacio de 15 minutos mientras verificaba lo sucedido.Los disparos al parecer provenían de un sector enmontado, localizado cerca de la caseta de peaje en el corregimiento de La Floresta, en jurisdicción del municipio de Pailitas, donde de inmediato reaccionaron los uniformados y una patrulla del Ejército acantonada en esa zona del Cesar, disparando en ráfagas hacia el posible objetivo.El subcomandante de la Policía en este departamento, teniente coronel Mauricio Bonilla Méndez, descartó en principio que haya sido un hostigamiento, por cuanto miembros de la Sijín, expertos en explosivos llegaron al lugar de donde al parecer provenían los disparos y encontraron una sola vainilla.“De todas maneras, pensábamos que se podría tratar de algún artefacto explosivo de bajo poder, pero tampoco hallaron evidencias sobre alguna detonación. Seguimos investigando e inspeccionando esa área verificando qué pudo haber ocurrido, pero no se encontró absolutamente nada”, explicó el oficial.Sin embargo, advirtió que como una medida preventiva y garantizar la seguridad de los conductores y viajeros que a esa hora circulaban por el sector, se intervino con controles al paso de vehículos mientras los investigadores inspeccionaron el área.La Policía y soldados del Batallón Especial Energético y Vial Número 3, asumieron de inmediato el control del área manteniendo la vigilancia permanente y con personal encubierto, para evitar nuevas alteraciones de orden público.",http://elpilon.com.co/investigan-supuesto-hostigamiento-patrulla-policial-pailitas/,20,Cesar,20517,Pailitas ,"Pailitas, Cesar, Corregimiento La Floresta",,,,,,,,,
88316,Violencia armada,2018-01-10 10:28:00,2018-01-10 10:28:00,0,Ecopetrol denuncia atentado petrolero en Casanare,"Ataque, ocupación o uso infraestructura y/o bienes civiles - Artefacto Explosivo Improvisado - AEI. 10 de Enero de 2018","Ataque, ocupación o uso infraestructura y/o bienes civiles,Artefacto Explosivo Improvisado - AEI",,,El Espectador,"Finalizado el cese bilateral del cese el fuego entre la guerrilla del ELN y el Gobierno se presenta el primer atentado dinamitero contra la infraestructura petrolera en el departamento de Casanare. Según información revelada por Ecopetrol, el atentado se registró en cercanías al pozo Cupiagua YZ10, en el sector conocido como Plan Brisas, vereda Volcán Blanco, municipio de Aguazul.El plan de emergencia “fue activado tras verificarse una caída súbita de presión en la línea de ese pozo y en la troncal por donde fluye el crudo de ocho pozos adicionales”, sostiene la petrolera en un comunicado de prensa.Señala el informe de la estatal petrolera que una vez detectada la anomalía, “se procedió a suspender el bombeo y se alertó a las comunidades de la zona sobre las medidas preventivas que se deben tomar por los riesgos de una posible fuga de crudo y gas”.Se ubicaron barreras de contención de crudo en un punto del rio Chartre donde los operarios de Ecopetrol buscan contener la emergencia ocasionada por el atentado terrorista.Según versiones del Ejército, los autores del atentado serían miembros del grupo del ELN que buscan, en estos momentos, un acuerdo de paz con el Gobierno en negociaciones que se esperan reactivar en Ecuador.",https://www.elespectador.com/economia/ecopetrol-denuncia-atentado-petrolero-en-casanare-articulo-732573,85,Casanare,85010,Aguazul ,"Aguazul, Casanare",,,,,,,,,Incidente
88318,Violencia armada,2018-01-10 10:37:00,2018-01-10 10:37:00,0,"Hostigamiento y enfrentamiento en zona rural de Canalete, Córdoba",Combates - Hostigamiento - Artefacto Explosivo Improvisado - AEI. 10 de Enero de 2018,"Combates,Hostigamiento,Artefacto Explosivo Improvisado - AEI",,,RCN,En el centro de salud del  municipio de Canalete son atendidos uniformados del gaula de la Ejército  quienes fueron atacados por integrantes de bandas criminales.Se conoció que en el ataque utilizaron granadas y armas de largo alcance cuando se intentaban desarrollar  una operación.El hecho ocurrió en el sector Mata de Plátano justo donde el año pasado fue atacada una patrulla que dejó varios policías muertos.Refuerzos de la Policía  y  Brigada 11  tratan de la ingresar a la zona de la confrontación para verificar si hay  miembros de la fuerza pública  muertos.,http://www.rcnradio.com/locales/cordoba/hostigamientos-dejan-heridos-miembros-del-gaula-militar-canalete/,23,Córdoba,23090,Canalete ,"Canalete, Córdoba, Corregimiento Cadillo - Vereda Mata de Plátano",6,,2,,,,,,Accidente
88319,Violencia armada,2018-01-10 10:50:00,2018-01-10 10:50:00,0,ELN ataca Puesto de la Armada Nacional en Arauquita,Ataque a infraestructura militar / policial - Artefacto Explosivo Improvisado - AEI. 10 de Enero de 2018,"Ataque a infraestructura militar / policial,Artefacto Explosivo Improvisado - AEI",,,El Tiempo,"Fuentes del Ejército Nacional le confirmaron a EL TIEMPO que esta madrugada se registraron dos ataques de los cuales sindican al Eln.En Arauquita (Arauca) resultaron heridos dos infantes de marina por la activación de una granada de fragmentación que fue lanzada,  frente al puesto de seguridad que estaban custodiando.Los uniformados fueron atendidos en el hospital de la localidad y se recuperan satisfactoriamente. El hecho terrorista es atribuido al frente 'Domingo Laín' del Eln que hace presencia en la zona.",http://www.eltiempo.com/justicia/conflicto-y-narcotrafico/eln-realiza-ataques-en-arauca-y-casanare-169512,81,Arauca,81065,Arauquita ,"Arauquita, Arauca",4,,4,,,,,,Accidente
88320,Violencia armada,2018-01-08 08:46:00,2018-01-10 13:32:00,2,Comerciante fue secuestrado en San Agustín,Secuestro. 08 de Enero de 2018,Secuestro,,,La Nación,"El empresario de calzado, José Edgar Moreno, quien se movilizaba junto a su hija por la vereda El Palmar del municipio de San Agustín, fue abordado por dos sujetos que se movilizaban en una moto, uno de ellos lo intimidó, lo obligó a subirse al vehículo y se lo llevaron hacia el municipio de Isnos.El coronel Oscar Efraín Pinzón, comandante de la Policía-Huila, expresó que el empresario de calzado se dirigía junto a su hija a cenar a la casa de su progenitora, en ese sector fue abordado por unos sujetos que iban a bordo de una motocicleta, “estas personas lo intimidaron, lo subieron en el medio de los dos captores y se lo llevaron con destino al municipio de Isnos, límites con el Cauca”.Al conocer del plagio del vendedor de calzado de la localidad de Restrepo en Bogotá, los uniformados de la Policía, desplegaron un operativo con el fin de dar con su paradero. Investigación que es coordinada por el Gaula de la Policía.RecompensaAnte el rapto del vendedor, la Gobernación del Huila estudia el pago de una recompensa con el fin de obtener información que permita dar con el paradero de este comerciante.Se espera que el anuncio de la suma de dinero que se ofertara, lo haga el gobernador de los huilenses en los próximos días.",http://www.lanacion.com.co/2018/01/08/comerciante-fue-secuestrado-san-agustin/,41,Huila,41668,San Agustín ,"San Agustín , Huila",1,1,,,1,,,,
88322,Violencia armada,2018-01-10 13:29:00,2018-01-10 13:29:00,0,En El Paujil descubren caleta con 75 granadas para fusil,Explosivo encontrado. 10 de Enero de 2018,Explosivo encontrado,,,Tu Caquetá,"El trabajo constante que llevan a cabo los hombres del Ejército Nacional permitieron en las últimas horas ubicar un deposito ilegal que contenía material bélico y que se encontraba oculto en medio de una zona boscosa del municipio de El Paujil.Información entregada por la Décima Segunda Brigada del Ejército da cuenta que la caleta tenía en su interior un total de 75 granadas para fusil, las cuales al parecer pertenecerían a las disidencias del Frente 15 de las Farc que aún mantienen injerencia en esta zona del norte del Caquetá.El hallazgo de las granadas que podrían ser utilizadas para atacar a las tropas que se encuentran desarrollando operaciones en el territorio caqueteño, fue posible gracias a información suministrada por fuente humana, y al trabajo de los soldados del Batallón de Infantería de Selva No. 35 ‘Héroes del Güepí’, quienes llegaron hasta el sitio en coordinación con la Policía Nacional y la Sijin.Según informó el Ejército Nacional, durante el operativo no se registraron capturas, mientras que las granadas fueron dejadas a disposición de las autoridades competentes para su destrucción.“En la zona, las tropas adscritas a la Sexta División en el cumplimiento de los lineamientos del Plan de estabilización y consolidación Victoria, continuarán su arremetida contra los grupos armados, con el firme objetivo de mantener el control de la zona y garantizar la seguridad de los caqueteños”, afirmó un comunicado del Ejército Nacional.",http://www.tucaqueta.com/judiciales/paujil-descubren-caleta-75-granadas-fusil/,18,Caquetá,18256,El Paujil ,"El Paujil, Caquetá",,,,,,,,,Incidente
88323,Violencia armada,2018-01-10 13:32:00,,,"Ataque a oleoducto por parte del ELN en Cubará, Boyacá.","Ataque, ocupación o uso infraestructura y/o bienes civiles - Artefacto Explosivo Improvisado - AEI. Cubará, Boyacá,  Vereda Cañaguata. 10 de Enero de 2018","Ataque, ocupación o uso infraestructura y/o bienes civiles,Artefacto Explosivo Improvisado - AEI",,,La Voz del Cinaruco,"El ejército Nacional confirmó la voladura de la infraestructura del oleoducto Caño Limón Coveñas en límites entre los departamento de Arauca y Boyacá. Lo anunció el Brigadier General, Álvaro Vicente Pérez Durán, comandante de la Fuerza de Tarea Quirón.Según el oficial, el atentado fue perpetrado en la vereda Cañaguata, en límite entre los municipios de Saravena en (Arauca) y Cubará (Boyacá), responsabilizando a guerrilleros del Ejército de Liberación Nacional Eln.“En estos momentos ya topas del ejército nacional se encuentran en el sitio de los hechos ejerciendo el control de esta voladura para iniciar los respectivos protocolos de reparación en coordinación con las empresas responsables de esta actividad”, señaló el general Pérez Durán.Reveló el alto mando militar que la voladura del oleoducto generó derrame de crudo y afectación del medio ambiente, la que fue confirmada por las unidades militares que se han encargado de asegurar el área de este atentado terrorista.Según los estimativos, la voladura de este tramo del ducto que conduce el crudo de los campos de producción en Caño Limón y Caricare hacia el puerto de Coveñas en el caribe colombiano se habría registrado hacia las 3:00 de la madrugada de este miércoles 10 de enero, por miembros del Frente José Daniel Suárez del Eln.Los campesinos de la vereda Cañaguata, contaron al periodismo de Noticias Caracol de La Voz del Cinaruco, que el atentado fue hacia las 3:00 de la madrugada aproximadamente tras escucharse la fuerte explosión que acabó con la tranquilidad de los residentes del sector y que posterior a ello, un fuerte olor a petróleo se apoderó del lugar y ya al amanecer se pudo conocer la magnitud del problema generado con este atentado.Los mismos labriegos de la zona, relacionaron que fue fuerte la contaminación de la capa vegetal y una vivienda que desde hace meses se encuentra abandonada por el derrame del hidrocarburo como la misma vía que conduce al municipio boyacense de Cubará.",https://lavozdelcinaruco.com/18537-arremetida-del-eln-en-arauca-con-dos-atentados-a-red-petrolera-y-ataques-a-la-fuerza-publica,15,Boyacá,15223,Cubará ,"Cubará, Boyacá,  Vereda Cañaguata",,,,,,,,,Incidente
